unixtime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1634885785026,0.1779,-0.8914,0.2735,-38.75,-44.09,19.47,0.0,0.0,0.0,0.0
1634885785059,0.1398,-0.9244,0.3157,-45.62,-30.38,17.07,0.0,0.0,0.0,0.0
1634885785092,0.1088,-0.9319,0.3162,-52.15,-19.24,17.08,0.0,0.0,0.0,0.0
1634885785125,0.0371,-0.9153,0.3467,-56.85,-16.03,17.0,0.0,0.0,0.0,0.0
1634885785158,-0.0231,-0.9454,0.3277,-58.74,-36.13,21.13,0.0,0.0,0.0,0.0
1634885785191,0.0495,-1.0269,0.3138,-54.46,-46.56,25.95,0.0,0.0,0.0,0.0
1634885785224,0.1015,-1.0985,0.3098,-47.53,-50.23,33.13,0.0,0.0,0.0,0.0
1634885785257,0.1647,-1.1429,0.3008,-38.4,-58.17,41.85,0.0,0.0,0.0,0.0
1634885785290,0.2602,-1.1046,0.2681,-28.52,-42.95,43.62,0.0,0.0,0.0,0.0
1634885785323,0.2465,-1.0645,0.2434,-21.37,-17.56,35.2,0.0,0.0,0.0,0.0
1634885785356,0.1943,-1.0418,0.2229,-11.67,0.11,20.75,0.0,0.0,0.0,0.0
1634885785389,0.1347,-1.0091,0.2102,-4.75,4.62,5.6,0.0,0.0,0.0,0.0
1634885785422,0.1083,-1.0196,0.2327,1.64,11.04,-6.51,0.0,0.0,0.0,0.0
1634885785455,0.0922,-1.066,0.2466,8.72,22.96,-12.58,0.0,0.0,0.0,0.0
1634885785488,0.0585,-1.0699,0.251,15.36,38.02,-14.37,0.0,0.0,0.0,0.0
1634885785521,0.0302,-1.0438,0.2549,19.99,47.74,-17.9,0.0,0.0,0.0,0.0
1634885785554,0.019,-1.0137,0.2342,22.3,50.33,-20.82,0.0,0.0,0.0,0.0
1634885785587,0.0035,-0.9879,0.2305,22.25,51.15,-24.74,0.0,0.0,0.0,0.0
1634885785620,-0.0056,-0.9905,0.2393,22.32,47.66,-27.67,0.0,0.0,0.0,0.0
1634885785653,-0.0007,-0.9796,0.241,20.35,42.25,-27.69,0.0,0.0,0.0,0.0
1634885785686,0.0115,-0.9793,0.2605,16.29,41.02,-23.04,0.0,0.0,0.0,0.0
1634885785719,0.0351,-0.9827,0.274,12.64,39.0,-15.61,0.0,0.0,0.0,0.0
1634885785752,0.0317,-0.9695,0.2788,8.8,38.36,-9.5,0.0,0.0,0.0,0.0
1634885785785,0.0432,-0.9625,0.2632,4.81,35.69,-5.11,0.0,0.0,0.0,0.0
1634885785818,0.0729,-0.9676,0.2403,0.77,36.27,-0.76,0.0,0.0,0.0,0.0
1634885785851,0.0947,-0.9598,0.2376,-5.61,39.81,1.3,0.0,0.0,0.0,0.0
1634885785884,0.0917,-0.9449,0.2464,-11.51,44.49,4.21,0.0,0.0,0.0,0.0
