unixtime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1634885785026,-0.1385,1.01,-0.0305,-27.05,122.45,36.04,0.0,0.0,0.0,0.0
1634885785059,-0.1353,0.9929,-0.0319,-26.71,109.69,33.67,0.0,0.0,0.0,0.0
1634885785092,-0.1356,0.9812,-0.0478,-23.8,103.23,25.99,0.0,0.0,0.0,0.0
1634885785125,-0.1397,0.967,-0.0385,-25.5,97.32,18.6,0.0,0.0,0.0,0.0
1634885785158,-0.1497,0.9704,-0.0307,-24.96,87.17,15.17,0.0,0.0,0.0,0.0
1634885785191,-0.1509,0.9922,-0.0446,-22.74,78.87,13.24,0.0,0.0,0.0,0.0
1634885785224,-0.1824,1.0281,-0.0497,-18.08,75.73,14.67,0.0,0.0,0.0,0.0
1634885785257,-0.2352,1.0701,-0.0261,-12.15,67.15,17.23,0.0,0.0,0.0,0.0
1634885785290,-0.2762,1.0537,0.0164,-6.74,55.32,18.57,0.0,0.0,0.0,0.0
1634885785323,-0.2969,0.9983,0.0311,-1.55,37.8,19.81,0.0,0.0,0.0,0.0
1634885785356,-0.2838,0.9817,0.0564,3.48,14.55,17.32,0.0,0.0,0.0,0.0
1634885785389,-0.2093,0.9824,0.0822,6.39,-7.57,10.78,0.0,0.0,0.0,0.0
1634885785422,-0.1536,0.9538,0.0769,8.35,-17.33,5.03,0.0,0.0,0.0,0.0
1634885785455,-0.1175,0.9365,0.0927,8.1,-20.57,1.1,0.0,0.0,0.0,0.0
1634885785488,-0.0831,0.9529,0.0864,7.77,-25.99,-2.68,0.0,0.0,0.0,0.0
1634885785521,-0.075,0.9978,0.0647,8.92,-26.96,-6.26,0.0,0.0,0.0,0.0
1634885785554,-0.0887,1.0036,0.0681,9.46,-30.37,-10.82,0.0,0.0,0.0,0.0
1634885785587,-0.0838,0.9822,0.0832,9.56,-37.58,-14.94,0.0,0.0,0.0,0.0
1634885785620,-0.0606,0.9614,0.0822,8.55,-39.01,-18.32,0.0,0.0,0.0,0.0
1634885785653,-0.0276,0.9829,0.0477,8.54,-36.55,-19.53,0.0,0.0,0.0,0.0
1634885785686,-0.022,1.0266,0.0491,7.35,-34.28,-20.55,0.0,0.0,0.0,0.0
1634885785719,-0.0128,1.0745,0.0342,8.77,-37.83,-19.06,0.0,0.0,0.0,0.0
1634885785752,-0.0215,1.0696,0.0472,9.52,-36.21,-15.67,0.0,0.0,0.0,0.0
1634885785785,-0.0828,1.0276,0.0291,11.09,-32.86,-7.94,0.0,0.0,0.0,0.0
1634885785818,-0.1202,1.0127,0.0477,9.28,-40.46,-1.25,0.0,0.0,0.0,0.0
1634885785851,-0.0721,1.0181,0.0661,3.51,-48.55,1.13,0.0,0.0,0.0,0.0
1634885785884,-0.0667,0.9985,0.0523,-0.62,-38.57,2.52,0.0,0.0,0.0,0.0
1634885785917,-0.098,0.9883,0.0045,-1.67,-33.69,2.53,0.0,0.0,0.0,0.0
1634885785950,-0.0982,0.9873,-0.0146,-0.87,-47.69,-0.49,0.0,0.0,0.0,0.0
1634885785983,-0.1089,0.9885,-0.0234,-0.46,-64.25,-2.42,0.0,0.0,0.0,0.0
1634885786016,-0.0704,0.9719,-0.0192,3.39,-67.69,-3.54,0.0,0.0,0.0,0.0
1634885786049,-0.0323,0.9936,-0.0075,4.18,-74.89,-3.03,0.0,0.0,0.0,0.0
1634885786082,-0.0152,1.082,0.0106,6.1,-73.31,0.96,0.0,0.0,0.0,0.0
1634885786115,-0.0357,1.064,0.0634,12.11,-84.71,1.99,0.0,0.0,0.0,0.0
1634885786148,0.0009,0.9929,0.1184,15.35,-87.76,-1.64,0.0,0.0,0.0,0.0
1634885786181,-0.0154,0.9409,0.1274,13.48,-56.54,-2.32,0.0,0.0,0.0,0.0
1634885786214,-0.1109,0.946,0.0847,10.55,-40.54,-0.72,0.0,0.0,0.0,0.0
1634885786247,-0.159,0.991,0.06,8.55,-50.24,-1.26,0.0,0.0,0.0,0.0
1634885786280,-0.1219,1.0102,0.073,7.33,-64.54,-3.02,0.0,0.0,0.0,0.0
1634885786313,-0.1238,0.969,0.0913,7.67,-63.05,-6.2,0.0,0.0,0.0,0.0
1634885786346,-0.1448,0.9734,0.0971,4.89,-58.63,-9.27,0.0,0.0,0.0,0.0
1634885786379,-0.1849,0.9766,0.1154,2.86,-63.06,-9.07,0.0,0.0,0.0,0.0
1634885786412,-0.2122,0.9905,0.1513,1.58,-74.15,-11.92,0.0,0.0,0.0,0.0
1634885786445,-0.2108,1.0273,0.1923,-1.02,-80.86,-15.55,0.0,0.0,0.0,0.0
1634885786478,-0.2127,1.0234,0.2351,-6.54,-93.03,-22.81,0.0,0.0,0.0,0.0
1634885786511,-0.1212,1.0317,0.1674,-6.22,-115.76,-28.41,0.0,0.0,0.0,0.0
1634885786544,-0.0425,1.0181,0.2197,-11.87,-117.63,-29.04,0.0,0.0,0.0,0.0
1634885786577,0.0024,0.9634,0.2536,-16.03,-111.16,-21.84,0.0,0.0,0.0,0.0
1634885786610,0.0435,0.9394,0.2775,-21.42,-98.66,-13.28,0.0,0.0,0.0,0.0
1634885786643,0.0897,0.9219,0.3054,-24.35,-85.01,-4.62,0.0,0.0,0.0,0.0
1634885786676,0.1417,0.9202,0.3212,-24.84,-74.28,5.7,0.0,0.0,0.0,0.0
1634885786709,0.1878,0.8982,0.3696,-24.32,-57.05,15.86,0.0,0.0,0.0,0.0
1634885786742,0.172,0.8752,0.365,-21.03,-40.34,24.23,0.0,0.0,0.0,0.0
1634885786775,0.1456,0.8682,0.3796,-16.8,-27.28,30.36,0.0,0.0,0.0,0.0
1634885786808,0.1585,0.8957,0.3706,-13.11,-10.14,36.35,0.0,0.0,0.0,0.0
1634885786841,0.1649,0.967,0.3254,-7.61,1.39,44.62,0.0,0.0,0.0,0.0
1634885786874,0.1439,0.9687,0.3183,-3.22,6.13,47.91,0.0,0.0,0.0,0.0
1634885786907,0.1202,0.9455,0.2854,0.26,9.95,47.86,0.0,0.0,0.0,0.0
1634885786940,0.0821,0.8911,0.2439,4.45,20.39,49.04,0.0,0.0,0.0,0.0
1634885786973,0.0772,0.9292,0.2678,5.39,17.52,52.13,0.0,0.0,0.0,0.0
1634885787006,0.1236,0.988,0.2607,7.36,15.13,53.86,0.0,0.0,0.0,0.0
1634885787039,0.0782,1.0,0.198,13.27,14.42,52.13,0.0,0.0,0.0,0.0
