unixtime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1634885785026,0.3159,-0.7739,0.1986,-27.79,-76.11,-33.67,0.0,0.0,0.0,0.0
1634885785059,0.3132,-0.8086,0.2437,-32.59,-55.08,-27.12,0.0,0.0,0.0,0.0
1634885785092,0.3144,-0.8562,0.2772,-38.01,-36.15,-20.37,0.0,0.0,0.0,0.0
1634885785125,0.2864,-0.8574,0.3009,-41.8,-18.78,-16.02,0.0,0.0,0.0,0.0
1634885785158,0.2654,-0.853,0.3531,-42.72,-15.74,-15.92,0.0,0.0,0.0,0.0
1634885785191,0.2876,-0.9109,0.3639,-40.34,-25.62,-19.49,0.0,0.0,0.0,0.0
1634885785224,0.2597,-0.9314,0.4002,-38.95,-34.98,-19.11,0.0,0.0,0.0,0.0
1634885785257,0.3117,-0.9819,0.4261,-37.79,-40.68,-15.73,0.0,0.0,0.0,0.0
1634885785290,0.3611,-0.9629,0.4525,-37.1,-38.61,-2.47,0.0,0.0,0.0,0.0
1634885785323,0.4048,-0.9006,0.4803,-36.09,-24.61,10.42,0.0,0.0,0.0,0.0
1634885785356,0.4587,-0.862,0.4725,-28.92,-10.02,22.32,0.0,0.0,0.0,0.0
1634885785389,0.4602,-0.8501,0.4669,-20.09,13.52,31.04,0.0,0.0,0.0,0.0
1634885785422,0.4565,-0.861,0.4779,-7.29,30.68,34.97,0.0,0.0,0.0,0.0
1634885785455,0.4314,-0.9113,0.421,3.17,17.78,28.91,0.0,0.0,0.0,0.0
1634885785488,0.4548,-0.9712,0.3936,9.28,15.55,18.14,0.0,0.0,0.0,0.0
1634885785521,0.4436,-0.9814,0.3741,12.97,16.56,4.07,0.0,0.0,0.0,0.0
1634885785554,0.4128,-0.9558,0.3145,14.6,21.55,-9.51,0.0,0.0,0.0,0.0
1634885785587,0.3813,-0.9382,0.3036,17.29,28.64,-20.55,0.0,0.0,0.0,0.0
1634885785620,0.3198,-0.9294,0.2955,20.39,25.68,-28.39,0.0,0.0,0.0,0.0
1634885785653,0.32,-0.9243,0.2413,21.06,17.83,-33.23,0.0,0.0,0.0,0.0
1634885785686,0.2851,-0.9189,0.2191,19.07,20.9,-35.03,0.0,0.0,0.0,0.0
1634885785719,0.2817,-0.9121,0.2083,14.64,23.76,-35.65,0.0,0.0,0.0,0.0
1634885785752,0.2785,-0.8928,0.1869,8.04,27.19,-35.47,0.0,0.0,0.0,0.0
1634885785785,0.2937,-0.8723,0.1839,-0.76,37.73,-32.47,0.0,0.0,0.0,0.0
1634885785818,0.321,-0.8623,0.1817,-10.46,40.86,-30.08,0.0,0.0,0.0,0.0
1634885785851,0.3479,-0.8569,0.1751,-18.82,42.13,-26.94,0.0,0.0,0.0,0.0
1634885785884,0.374,-0.8413,0.1502,-28.92,47.1,-23.0,0.0,0.0,0.0,0.0
1634885785917,0.4114,-0.842,0.1612,-39.58,59.05,-24.12,0.0,0.0,0.0,0.0
1634885785950,0.4199,-0.864,0.1783,-51.29,68.99,-26.83,0.0,0.0,0.0,0.0
1634885785983,0.4275,-0.8991,0.2083,-61.28,77.37,-30.65,0.0,0.0,0.0,0.0
1634885786016,0.4509,-0.9297,0.2508,-67.68,88.8,-36.26,0.0,0.0,0.0,0.0
1634885786049,0.4448,-0.9521,0.3104,-69.0,96.86,-45.44,0.0,0.0,0.0,0.0
1634885786082,0.5447,-1.0551,0.5567,-46.64,162.91,-54.38,0.0,0.0,0.0,0.0
1634885786115,0.0754,-0.968,0.5833,-24.79,227.71,-34.86,0.0,0.0,0.0,0.0
1634885786148,-0.1142,-0.9533,0.6351,-17.76,117.96,-19.41,0.0,0.0,0.0,0.0
1634885786181,0.3066,-0.9318,0.4476,-10.28,6.92,-21.72,0.0,0.0,0.0,0.0
1634885786214,0.4724,-0.8903,0.3058,-2.21,6.81,-32.54,0.0,0.0,0.0,0.0
1634885786247,0.5151,-0.862,0.1895,-4.5,46.99,-41.99,0.0,0.0,0.0,0.0
1634885786280,0.4856,-0.8498,0.1825,-9.77,71.2,-43.54,0.0,0.0,0.0,0.0
1634885786313,0.5017,-0.8186,0.1573,-13.71,86.27,-41.31,0.0,0.0,0.0,0.0
1634885786346,0.5268,-0.7949,0.1395,-15.21,98.09,-44.54,0.0,0.0,0.0,0.0
1634885786379,0.4973,-0.7885,0.1559,-17.59,104.67,-45.41,0.0,0.0,0.0,0.0
1634885786412,0.508,-0.7734,0.1935,-18.5,94.64,-44.75,0.0,0.0,0.0,0.0
1634885786445,0.5866,-0.8047,0.1944,-17.37,76.67,-47.76,0.0,0.0,0.0,0.0
1634885786478,0.6335,-0.833,0.2086,-17.15,77.41,-48.73,0.0,0.0,0.0,0.0
1634885786511,0.667,-0.8613,0.201,-16.34,77.44,-54.29,0.0,0.0,0.0,0.0
1634885786544,0.6987,-0.8896,0.2093,-14.98,68.01,-61.52,0.0,0.0,0.0,0.0
1634885786577,0.6855,-0.8752,0.201,-15.2,55.59,-70.73,0.0,0.0,0.0,0.0
1634885786610,0.6623,-0.8418,0.2259,-11.45,36.13,-83.12,0.0,0.0,0.0,0.0
1634885786643,0.6347,-0.7778,0.1832,-10.21,2.92,-90.14,0.0,0.0,0.0,0.0
1634885786676,0.6614,-0.7234,0.1222,-16.42,-36.29,-93.41,0.0,0.0,0.0,0.0
1634885786709,0.7385,-0.697,0.108,-26.02,-49.81,-91.82,0.0,0.0,0.0,0.0
1634885786742,0.799,-0.6721,0.1175,-27.11,-21.39,-89.6,0.0,0.0,0.0,0.0
1634885786775,0.7949,-0.6623,0.0602,-28.12,8.04,-85.31,0.0,0.0,0.0,0.0
1634885786808,0.7319,-0.643,0.0833,-27.98,32.9,-76.99,0.0,0.0,0.0,0.0
1634885786841,0.6816,-0.6562,0.1043,-25.6,35.8,-65.9,0.0,0.0,0.0,0.0
1634885786874,0.6455,-0.6743,0.1678,-23.02,19.0,-49.73,0.0,0.0,0.0,0.0
1634885786907,0.6645,-0.6696,0.1458,-20.71,-3.67,-31.08,0.0,0.0,0.0,0.0
1634885786940,0.6714,-0.6709,0.1788,-22.6,-1.93,-16.73,0.0,0.0,0.0,0.0
1634885786973,0.6662,-0.6672,0.2415,-21.17,18.51,-11.73,0.0,0.0,0.0,0.0
1634885787006,0.6443,-0.6423,0.2008,-24.71,22.99,-5.45,0.0,0.0,0.0,0.0
1634885787039,0.623,-0.656,0.2879,-28.78,24.38,0.39,0.0,0.0,0.0,0.0
1634885787072,0.5991,-0.6731,0.2928,-28.54,13.34,7.9,0.0,0.0,0.0,0.0
1634885787105,0.6262,-0.6923,0.2811,-30.24,15.59,22.31,0.0,0.0,0.0,0.0
1634885787138,0.6225,-0.717,0.3133,-28.87,21.28,29.16,0.0,0.0,0.0,0.0
1634885787171,0.6267,-0.7844,0.3199,-23.73,20.8,26.55,0.0,0.0,0.0,0.0
1634885787204,0.5713,-0.7468,0.304,-19.92,13.74,23.39,0.0,0.0,0.0,0.0
1634885787237,0.7209,-0.8249,0.2989,-14.48,12.48,15.46,0.0,0.0,0.0,0.0
1634885787270,0.6745,-0.8003,0.3419,-10.03,10.41,2.8,0.0,0.0,0.0,0.0
1634885787303,0.6301,-0.7302,0.3392,-2.88,-2.23,0.42,0.0,0.0,0.0,0.0
1634885787336,0.6682,-0.7563,0.3243,2.46,-0.79,-2.43,0.0,0.0,0.0,0.0
1634885787369,0.5698,-0.6892,0.3446,8.62,-12.54,3.34,0.0,0.0,0.0,0.0
1634885787402,0.7011,-0.6853,0.2469,7.2,-23.18,5.22,0.0,0.0,0.0,0.0
1634885787435,0.7146,-0.6845,0.2677,3.19,-21.47,3.83,0.0,0.0,0.0,0.0
1634885787468,0.7422,-0.6709,0.2635,4.36,-36.66,1.39,0.0,0.0,0.0,0.0
1634885787501,0.7444,-0.6645,0.2035,4.46,-25.8,-0.89,0.0,0.0,0.0,0.0
1634885787534,0.7043,-0.6399,0.2948,7.87,-13.07,1.8,0.0,0.0,0.0,0.0
1634885787567,0.7248,-0.6311,0.2574,7.49,-40.25,0.19,0.0,0.0,0.0,0.0
1634885787600,0.7522,-0.6421,0.2332,3.31,-33.16,3.22,0.0,0.0,0.0,0.0
1634885787633,0.634,-0.6352,0.1886,-1.92,-43.74,6.12,0.0,0.0,0.0,0.0
1634885787666,0.7773,-0.675,0.1573,-5.42,-16.42,6.83,0.0,0.0,0.0,0.0
1634885787699,0.5862,-0.6357,0.2289,-6.64,7.7,14.14,0.0,0.0,0.0,0.0
1634885787732,0.6367,-0.6704,0.1219,-8.68,-52.61,15.59,0.0,0.0,0.0,0.0
1634885787765,0.6743,-0.7209,0.1436,-6.22,-24.56,22.19,0.0,0.0,0.0,0.0
1634885787798,0.7844,-0.8347,0.2296,-0.13,-5.03,18.9,0.0,0.0,0.0,0.0
1634885787831,0.5732,-0.7685,0.1346,-3.4,-34.45,10.0,0.0,0.0,0.0,0.0
1634885787864,0.7624,-0.7819,0.1114,-5.75,-13.0,3.29,0.0,0.0,0.0,0.0
