unixtime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1648531521000,0.3795,0.9069,0.1097,0.67,1.76,-0.24,0.5312,-0.6406,-0.2343,0.5
1648531521030,0.3728,0.9221,0.1092,0.36,0.6,-1.21,0.5312,-0.6406,-0.2343,0.5
1648531521060,0.3946,0.9261,0.0999,-0.06,-1.21,-1.28,0.5312,-0.6406,-0.2343,0.5
1648531521090,0.3924,0.9162,0.0982,0.3,0.54,-0.48,0.5312,-0.6406,-0.2343,0.5
1648531521120,0.3835,0.9146,0.1037,0.42,0.42,-0.42,0.5312,-0.6406,-0.2343,0.5
1648531521150,0.3916,0.914,0.1074,0.42,-0.12,-1.03,0.5312,-0.6406,-0.2343,0.5
1648531521180,0.3916,0.9196,0.1109,0.73,0.73,-0.91,0.5312,-0.6406,-0.2343,0.5
1648531521210,0.3902,0.9201,0.1083,0.6,1.4,-0.54,0.5312,-0.6406,-0.2343,0.5
1648531521240,0.3809,0.9228,0.108,0.54,1.52,-0.54,0.5312,-0.6406,-0.2343,0.5
1648531521270,0.3824,0.9201,0.1085,0.6,0.85,-0.54,0.5312,-0.6406,-0.2343,0.5
1648531521300,0.3833,0.9205,0.1072,0.67,1.09,-0.91,0.5312,-0.6406,-0.2343,0.5
1648531521330,0.3814,0.9193,0.1077,0.67,0.54,-0.85,0.5312,-0.6406,-0.2343,0.5
1648531521360,0.3839,0.9234,0.1044,0.6,0.24,-0.91,0.5312,-0.6406,-0.2343,0.5
1648531521390,0.3829,0.9234,0.1047,0.3,-0.42,-0.79,0.5312,-0.6406,-0.2343,0.5
1648531521420,0.3776,0.9229,0.0977,0.0,-2.07,0.0,0.5312,-0.6406,-0.2343,0.5
1648531521450,0.3896,0.9202,0.1064,0.06,-2.19,0.3,0.5312,-0.6406,-0.2343,0.5
1648531521480,0.3765,0.9165,0.1092,-0.12,-0.79,-0.85,0.5312,-0.6406,-0.2343,0.5
1648531521510,0.3848,0.9176,0.1014,-0.18,-2.43,-1.15,0.5312,-0.6406,-0.2343,0.5
1648531521540,0.3859,0.9212,0.1053,0.06,-1.58,-1.15,0.5312,-0.6406,-0.2343,0.5
1648531521570,0.3815,0.9234,0.106,-0.36,-2.25,-0.91,0.5312,-0.6406,-0.2343,0.5
1648531521600,0.3906,0.9346,0.1098,-0.18,-2.68,-2.31,0.5312,-0.6406,-0.2343,0.5
1648531521630,0.3912,0.9216,0.1088,-0.36,-2.92,-1.28,0.5312,-0.6406,-0.2343,0.5
1648531521660,0.3767,0.9042,0.116,-0.06,-1.09,-0.48,0.5312,-0.6406,-0.2343,0.5
1648531521690,0.3682,0.9191,0.1145,0.0,-2.5,-2.01,0.5312,-0.6406,-0.2343,0.5
1648531521720,0.4224,0.9354,0.0931,-0.36,-1.03,-2.5,0.5468,-0.6406,-0.2343,0.5
1648531521750,0.6741,0.9984,0.1187,-5.48,32.01,8.47,0.5312,-0.6406,-0.2343,0.5
1648531521780,1.0037,1.1873,0.3596,-19.51,108.53,59.02,0.5312,-0.625,-0.2343,0.5156
1648531521810,1.6281,1.5058,0.5953,-45.24,131.82,174.81,0.5156,-0.6093,-0.2187,0.5625
1648531521840,0.9008,1.4707,1.0926,-70.24,182.19,226.89,0.4843,-0.5937,-0.2031,0.6093
1648531521870,0.8234,0.7062,0.9022,-125.24,59.2,254.2,0.4531,-0.5625,-0.1562,0.6718
1648531521900,0.5252,-0.0142,0.5078,-115.85,41.58,263.96,0.4218,-0.5468,-0.1093,0.7031
1648531521930,0.2493,-0.3643,-0.0887,-79.2,25.54,255.6,0.375,-0.5312,-0.0468,0.75
1648531521960,0.4255,-0.5415,-0.1506,-40.06,108.53,216.95,0.3281,-0.5312,-0.0156,0.7812
1648531521990,0.1152,-0.3381,-0.0465,-21.28,280.6,144.63,0.2968,-0.4843,0.0,0.8125
1648531522020,-0.3282,-0.251,0.3591,-36.64,330.97,81.95,0.2812,-0.4062,0.0,0.8593
1648531522050,0.1003,0.0228,0.5618,-75.97,227.56,27.56,0.2812,-0.3281,0.0,0.8906
1648531522080,0.0952,0.2385,0.4383,-53.9,137.43,-34.2,0.2812,-0.2812,0.0,0.9062
1648531522110,0.6307,0.8724,0.4949,-26.95,49.63,-86.76,0.2968,-0.2656,0.0,0.9062
1648531522140,0.9393,1.217,0.5606,-3.41,22.62,-79.39,0.3281,-0.25,-0.0156,0.9062
1648531522170,0.8089,1.3927,0.6239,21.82,-24.51,-39.2,0.3437,-0.2656,-0.0312,0.8906
1648531522200,2.8071,1.1977,1.9222,-119.26,-58.1,103.04,0.3281,-0.2812,-0.0156,0.8906
1648531522230,0.2453,0.4461,-0.0671,-65.48,24.39,122.5,0.3125,-0.2656,0.0156,0.9062
1648531522260,0.1923,0.6514,1.4281,0.97,-5.6,101.03,0.2812,-0.2656,0.0156,0.9218
1648531522290,0.1953,0.0063,1.1136,-24.45,46.82,86.03,0.2656,-0.25,0.0312,0.9218
1648531522320,0.1473,-0.0623,1.1719,-27.31,-22.01,45.36,0.25,-0.25,0.0468,0.9218
1648531522350,0.5355,-0.0617,0.9373,-26.64,-18.41,25.85,0.25,-0.25,0.0468,0.9218
1648531522380,0.9155,-0.1514,0.9244,-9.08,26.76,34.26,0.2343,-0.25,0.0625,0.9218
1648531522410,0.534,-0.0555,0.9462,7.56,39.57,37.13,0.2343,-0.2343,0.0625,0.9375
